id,event_id,date,last_seen,country,event_type,certainty,disinfo_subtype,info_class,info_type,threat_level,headline,summary,escalation_outcome,actors,platforms,spread,disinfo_confidence,detection_method,data_source,observation_count,status,content_observed,last_observation,source_urls,source_publishers,narrative_families
research_som-2027,research_som-2027,2026-03-10,2026-03-10,Somalia,CONTEXT,Context Event,,OBSERVED,CONTEXT,P3 MODERATE,SJS documents rise in AI-facilitated abuse against women journalists in Somalia including voice cloning and deepfake imagery,"SJS 2025 Press Freedom Report documents rising AI-facilitated abuse (voice cloning, manipulated images, fake content) targeting women journalists. 148 journalist arrests in 2025, 9 SLAPP lawsuits. AI attacks becoming common tool to silence female voices in media.",,"['Somali government', 'NISA']","['Facebook', 'Social media']",3,,iris_meta_monitoring,Catalogue,0,active,False,,https://sjsyndicate.org/2026/03/10/state-of-press-freedom-report-somalia-and-somaliland-2025-violence-harassment-and-gendered-challenges/,https://sjsyndicate.org/2026/03/10/state-of-press-freedom-report-somalia-and-somaliland-2025-violence-harassment-and-gendered-challenges/,
MON-2026-03-16-002,MON-2026-03-16-002,2026-03-10,2026-03-10,South Sudan,CONTEXT,Context Event,,OBSERVED,CONTEXT,P3 MODERATE,"Radio Tamazuj reports clashes in Akobo town between SSPDF and SPLA-IO, civilians fleeing toward Ethi","Radio Tamazuj reports clashes in Akobo town between SSPDF and SPLA-IO, civilians fleeing toward Ethiopia after an ultimatum, and UNMISS presence despite a withdrawal order.",,[],[],0.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.radiotamazuj.org/en/news/article/sspdf-spla-io-battle-for-control-of-akobo,https://www.radiotamazuj.org/en/news/article/sspdf-spla-io-battle-for-control-of-akobo,Existential Threat; Victimhood/Grievance
SSD-2026-018,SSD-2026-018,2026-03-09,2026-03-09,South Sudan,CONTEXT,Context Event,,OBSERVED,HATE_SPEECH,P1 CRITICAL,"'South Sudan on the Brink: Hate Speech, Ethnic Mobilization, and Risk of Genocide'—viral analysis as Akobo crisis peaks","As the Akobo crisis peaked in early March 2026, a widely-shared analysis titled 'South Sudan on the Brink: Hate Speech, Ethnic Mobilization, and the Risk of Genocide' circulated on Facebook (SSEM TV and other accounts), documenting the key risk factors: dehumanizing rhetoric against ethnic groups, armed mobilization along tribal lines, collapse of political agreements, and history of mass atrocities. The analysis reflected a growing consensus among civil society and international observers that South Sudan's online information environment—particularly Facebook and WhatsApp—had become a significant driver of ethnic polarization and conflict escalation.",,"['SSEM TV', 'Civil society commentators', 'Diaspora networks', 'Regional observers']","['Facebook (SSEM TV)', 'WhatsApp']",2.0,HIGH,iris_meta_monitoring,Catalogue,0,active,False,,https://www.facebook.com/SSEMTV/posts/south-sudan-on-the-brink-hate-speech-ethnic-mobilization-and-the-risk-of-genocid/938143268727441/,https://www.facebook.com/SSEMTV/posts/south-sudan-on-the-brink-hate-speech-ethnic-mobilization-and-the-risk-of-genocid/938143268727441/,Ethnic Incitement; Existential Threat; Delegitimization
SSD-2026-020,SSD-2026-020,2026-03-09,2026-03-09,South Sudan,CONTEXT,Context Event,,OBSERVED,HATE_SPEECH,P1 CRITICAL,"Akobo crisis peak: ethnic online mobilization, diaspora amplification, and competing disinformation narratives reach highest intensity","During 9-15 March 2026, as Akobo's military offensive loomed, online dynamics reached peak intensity. The Cyber Crime and Computer Misuse Act (signed February 18) created a chilling effect on domestic commentary while diaspora communities continued unrestricted amplification of content from abroad. Facebook, WhatsApp, and TikTok carried competing narratives: government-aligned accounts framed the offensive as legitimate counter-terrorism; Nuer diaspora accounts shared satellite imagery, displacement testimonies, and atrocity documentation framing it as genocide; SPLA-IO used online platforms to build international pressure. UNMISS's presence in Akobo was reported in real-time via social media by people on the ground.",,"['South Sudanese diaspora (global)', 'Government social media accounts', 'SPLA-IO online networks', 'UNMISS', 'MSF', 'International media']","['Facebook', 'WhatsApp', 'TikTok', 'X (Twitter)', 'YouTube']",5.0,HIGH,iris_meta_monitoring,Catalogue,0,active,False,,https://www.aljazeera.com/news/2026/3/8/thousands-flee-akobo-after-south-sudan-army-issues-forced-evacuation-order; https://apnews.com/article/south-sudan-fighting-akobo-army-evacuation-order-77540ca4cb0e9d8338178080eaedc75f; https://www.bbc.com/news/articles/c7933p4xe7po,https://www.aljazeera.com/news/2026/3/8/thousands-flee-akobo-after-south-sudan-army-issues-forced-evacuation-order; https://apnews.com/article/south-sudan-fighting-akobo-army-evacuation-order-77540ca4cb0e9d8338178080eaedc75f; https://www.bbc.com/news/articles/c7933p4xe7po,Ethnic Incitement; Existential Threat; Misinformation/Disinformation; Victimhood/Grievance
SSD-2026-017,SSD-2026-017,2026-03-09,2026-03-09,South Sudan,CONTEXT,Context Event,,OBSERVED,CONTEXT,P1 CRITICAL,UNMISS refuses to close Akobo base; peacekeepers remain to protect civilians despite SSPDF order,"UNMISS refused to comply with South Sudan government orders to close its Akobo base, with peacekeepers maintaining their civilian protection mandate amid escalating tensions. The UN Human Rights Chief simultaneously expressed grave concerns about military operations endangering civilian populations in the area.",,"['UNMISS (Anita Kiki Gbeho)', 'SSPDF', 'Volker Türk (OHCHR)', 'Civilians in Akobo']","['UNMISS press release', 'OHCHR statement', 'International media', 'Facebook']",4.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://unmiss.unmissions.org/sites/default/files/2026-03/press_release_-_unmiss_calls_on_all_stakeholders_to_uphold_civilian_protection_in_akobo.pdf; https://www.ohchr.org/en/press-releases/2026/03/south-sudan-turk-urges-immediate-ceasefire-war-crimes-fears-mount; https://maghrebi.org/2026/03/10/un-mission-rejects-order-to-evacuate-base-in-south-sudan/,https://unmiss.unmissions.org/sites/default/files/2026-03/press_release_-_unmiss_calls_on_all_stakeholders_to_uphold_civilian_protection_in_akobo.pdf; https://www.ohchr.org/en/press-releases/2026/03/south-sudan-turk-urges-immediate-ceasefire-war-crimes-fears-mount; https://maghrebi.org/2026/03/10/un-mission-rejects-order-to-evacuate-base-in-south-sudan/,Peace/Counter-Narratives; Existential Threat
SOM-2026-007,SOM-2026-007,2026-03-08,2026-03-08,Somalia,CONTEXT,Context Event,,OBSERVED,CONTEXT,P3 MODERATE,"AFRICOM strikes ISIS-Somalia near Bossaso on March 8, 2026","AFRICOM conducted a precision airstrike targeting ISIS-Somalia near Bossaso on March 8, 2026, continuing the intense campaign in Puntland's Golis Mountains region. This strike came amid ongoing joint Puntland-US-UAE operations targeting ISS's last strongholds. The operation was publicly announced via official AFRICOM press release, maintaining transparency about US counterterrorism activities while withholding specific operational details.",,"['U.S. AFRICOM', 'ISIS-Somalia', 'Federal Government of Somalia', 'Puntland Security Forces']",['AFRICOM press releases'],1.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.africom.mil/pressrelease/36181/us-forces-conduct-airstrikes-targeting-isis-somalia,https://www.africom.mil/pressrelease/36181/us-forces-conduct-airstrikes-targeting-isis-somalia,Counter-Narrative Response; Existential Threat
SSD-2026-016,SSD-2026-016,2026-03-07,2026-03-07,South Sudan,CONTEXT,Context Event,,OBSERVED,HATE_SPEECH,P1 CRITICAL,MSF forced to evacuate Akobo; Akobo hospital looted; pharmacy and medical supplies destroyed,"On 7 March 2026, the MSF team in Akobo was forced to evacuate following the SSPDF evacuation order, leaving hundreds of thousands of people without access to essential primary healthcare. The Akobo hospital (where MSF supported the pediatric ward) was subsequently looted, along with MSF's pharmacy, resulting in the loss of all medicines and medical supplies. MSF's office was also vandalized by unidentified attackers. MSF had been the primary provider for approximately 112,000 people and had recently resumed operations after government-imposed flight restrictions.",,"['MSF', 'Unknown looters', 'SSPDF', 'Civilians in Akobo']","['MSF press releases', 'ReliefWeb', 'Facebook (MSF)', 'International media']",4.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.doctorswithoutborders.org/latest/south-sudanese-government-offensive-forces-mass-evacuation-akobo-and-suspension-msf; https://reliefweb.int/report/south-sudan/looming-government-offensive-forces-people-and-msf-teams-evacuate-south-sudan-town; https://www.facebook.com/doctorswithoutborderscanada/posts/southsudan-access-to-health-care-is-absolutely-not-insured-anymore-hospital-are-/913451491303055/,https://www.doctorswithoutborders.org/latest/south-sudanese-government-offensive-forces-mass-evacuation-akobo-and-suspension-msf; https://reliefweb.int/report/south-sudan/looming-government-offensive-forces-people-and-msf-teams-evacuate-south-sudan-town; https://www.facebook.com/doctorswithoutborderscanada/posts/southsudan-access-to-health-care-is-absolutely-not-insured-anymore-hospital-are-/913451491303055/,Existential Threat; Collective Blame
report_synthesis-011,report_synthesis-011,2026-03-06,2026-03-06,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Computer Misuse Act Sections 22-23 Court ruling,Court of Appeal unanimous bench ruling declaring Sections 22 and 23 of the Computer Misuse and Cybercrimes Act unconstitutional. Landmark ruling on digital speech and content regulation.,Constitutional protection for digital expression affirmed,"[""['Court of Appeal', 'Digital rights advocates', 'Government']""]","[""['Legal/judicial system']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Kenya legal section,
KEN-2026-012,KEN-2026-012,2026-03-06,2026-03-06,Kenya,CONTEXT,Context Event,,OBSERVED,CONTEXT,P3 MODERATE,Court of Appeal strikes down Cybercrimes Act false news provisions used against bloggers and activists — partial victory for free speech,"Kenya's Court of Appeal struck down Sections 22 and 23 of the Computer Misuse and Cybercrimes Act on grounds of legal uncertainty, declaring them unconstitutional for criminalizing false news in terms vague enough to encompass satire, opinions, and journalistic inaccuracies. The court upheld provisions on cyber harassment and surveillance. The ruling arose from BAKE's 2018 petition. While welcomed by rights groups including IPI and CPJ, they noted it was a partial victory—provisions on cyber harassment and surveillance remained, and authorities were urged to withdraw all pending cases against journalists.",,"['Court of Appeal (three-judge bench)', 'BAKE', 'IPI', 'CPJ', 'Digital rights community', 'Kenya government']","['X (Twitter)', 'Facebook', 'Nation Africa']",3.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://ipi.media/kenya-ipi-welcomes-court-ruling-striking-down-criminal-false-news-provisions/; https://nation.africa/kenya/news/major-victory-as-court-declares-illegal-sections-of-cybercrimes-law-used-to-hunt-down-bloggers-activists-5382142,https://ipi.media/kenya-ipi-welcomes-court-ruling-striking-down-criminal-false-news-provisions/; https://nation.africa/kenya/news/major-victory-as-court-declares-illegal-sections-of-cybercrimes-law-used-to-hunt-down-bloggers-activists-5382142,Peace/Counter-Narratives
SSD-2026-015,SSD-2026-015,2026-03-06,2026-03-06,South Sudan,CONTEXT,Context Event,,OBSERVED,HATE_SPEECH,P1 CRITICAL,SSPDF issues evacuation order for Akobo town and surrounding areas; UNMISS ordered to shut down base,"On 6 March 2026, SSPDF issued an evacuation order for Akobo town and surrounding villages, ordering all civilians, NGOs, and UNMISS peacekeepers to leave within 72 hours ahead of a planned military offensive against the opposition stronghold. Akobo—the last major SPLM-IO-held town and under opposition control since 2013—was hosting over 82,000 displaced people and had been considered a relatively stable refuge. Mass civilian departures began immediately following the order, with thousands crossing into Ethiopia.",,"['SSPDF (Lul Ruai Koang)', 'UNMISS', 'MSF', 'NGOs', '82,000+ displaced civilians in Akobo']","['SSPDF press statement', 'AP', 'Al Jazeera', 'MSF', 'Facebook']",5.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.doctorswithoutborders.org/latest/south-sudanese-government-offensive-forces-mass-evacuation-akobo-and-suspension-msf; https://apnews.com/article/south-sudan-fighting-akobo-army-evacuation-order-77540ca4cb0e9d8338178080eaedc75f; https://reliefweb.int/report/south-sudan/south-sudan-humanitarian-country-team-statement-situation-akobo-jonglei-state,https://www.doctorswithoutborders.org/latest/south-sudanese-government-offensive-forces-mass-evacuation-akobo-and-suspension-msf; https://apnews.com/article/south-sudan-fighting-akobo-army-evacuation-order-77540ca4cb0e9d8338178080eaedc75f; https://reliefweb.int/report/south-sudan/south-sudan-humanitarian-country-team-statement-situation-akobo-jonglei-state,Existential Threat; Collective Blame
MON-2026-03-16-008,MON-2026-03-16-008,2026-03-04,2026-03-04,Regional,CONTEXT,Context Event,,OBSERVED,CONTEXT,P2 HIGH,ISIS-K publishes AI chatbot guidance for recruitment; EdgeTheory maps IS pivot to AI-enabled propaganda in Africa,"Small Wars Journal (March 4) reports ISIS-K's Voice of Khorasan magazine published guidance on using AI chatbots 'responsibly' for research and propaganda. EdgeTheory (Feb 17) released comprehensive analysis showing IS has pivoted to AI-generated news anchors, deepfake imagery, and chatbot-driven recruitment. Africa now accounts for majority of IS global activity. IS Somalia (ISS) operates al-Karrar financial hub connecting African provinces. Ethiopian Amharic/Oromo-speaking IS recruiters ran Telegram channels directing vetted recruits to ISS in Somalia. Strongest signal: Reach (R) — cross-platform AI-enabled recruitment infrastructure lowers barrier to entry and enables personalized radicalization at scale targeting East African populations.",,"['ISIS-K', 'IS Somalia Province (ISS)', 'IS African affiliates', 'Ethiopian IS recruiters']","['Telegram', 'Voice of Khorasan magazine', 'X (Twitter)', 'TikTok', 'AI chatbots']",5.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://smallwarsjournal.com/2026/03/04/isis-ai-chatbots-terror-propaganda-tracking-map/; https://edgetheory.com/resources/islamist-ai-deepfakes-detecting-isis-recruitment-narratives; https://gnet-research.org/2025/05/07/is-wilayah-somalia-digital-propaganda-and-strategy-against-the-puntland-and-its-foreign-allies/,https://smallwarsjournal.com/2026/03/04/isis-ai-chatbots-terror-propaganda-tracking-map/; https://edgetheory.com/resources/islamist-ai-deepfakes-detecting-isis-recruitment-narratives; https://gnet-research.org/2025/05/07/is-wilayah-somalia-digital-propaganda-and-strategy-against-the-puntland-and-its-foreign-allies/,Recruitment; Religious Distortion; Social Media Expansion
